,seq,name,content,class
1191,1214,نجيب الصائغ ,ولد بالموصل وانهى مراحله الدراسية فيها، تخرج في كلية الحقوق وشغل مناصب قانونية في وزارة المالية بين سنتي 1935-1941. انتخب نائباً عن الموصل في الاعوام 47 ،48، 52، ونائباً لرئيس نقابة المحامين سنة1958. وعين سفيراً للعراق في بيروت عام1959.,0
1192,1215,نجيب توفيق غزال ,ولد بالموصل وانهى دراسته الابتدائية والثانوية فيها وانتمى الى كلية الزراعة والغابات / جامعة بغداد وتخرج فيها عام 1965 وارسل في بعثة الى الولايات المتحدة ونال الماجستير من جامعة تينس عام 1969 في (تأثير اختيارية العجول على الرعي في نوعين مختلفين من المراعي) والدكتوراه عام 1973 في (تقييم العوامل البيئية والوراثية على بعض الصفات الانتاجية في الاغنام العراقية). وعين في كلية الزراعة والغابات قسم الثروة الحيوانية وهو مختص في تربية وتحسين الحيوان. وقد قوم مشاريع الزراعة الديمية ومشروع مزرعة الانتصار واعد دراسة فنية علمية حول انتاج الاغنام المشتركة العربية للانتاج الحيواني . واشرف على عدد من رسائل الدراسات العليا ونشر عدداً من البحوث باللغة الانكليزية في المجلات الاكاديمية.  من مؤلفاته:-  1-مبادئء الانتاج الحيواني 1979 2-انتاج الاغنام والصوف1980 3-تربية وتحسين حيوانات المزرعة 1981 4-الوراثة الكمية في تربية الحيوان1982 5-الخيل (جزءان) 1984.,0
1193,1216,نجيب جلميران ,نشأ في بيت أدب، أحب الشعر ونظم فيه.ومن نظمه في البسيط مهنئاً ومؤرخاً قوله:دار السعادة منها البرق بشرنابرتبة ملأت كل القلوب هناأنا نهنيك يا عين الكمال بهاكما نهنئ بك العليا وأنفسناالسعد ناداك إذ جاءت يؤرخهامحمد نلت بالتوفيق أبهى منىوقال من الوافر:محمد المعلى لازلت ترقـىفإن لك الندى والجود دأبأتت رتب العلى تترى فأرخمحمـد للإدارة أنت قعب,0
1194,1217,نجيب خروفة ,ولد في الموصل وانهى دراسته الابتدائية والمتوسطة والثانوية فيها عام 1940 والتحق بالجامعة الاميركية في بيروت ونال لسيانس الهندسة عام 1943 والتحق بجامعة (لفت) بهولندا وحصل على شهادة الدبلوم في هندسة الهايدروليك عام 1959 ثم سافر للولايات المتحدة ودرس في جامعة (يوتا) وحصل على الدكتوراه في هندسة الري والبزل عام 1962. بدا عمله مهندساً في مديرية الري العامة ببغداد بين عامي 1943-1953 ومحاضراً في كلية الهندسة واستاذاً مساعداً فيها عام 1953 وعميد كلية الهندسة في جامعة الموصل، ونائباً لرئيس جامعة بغداد ثم رئيسا لجامعة الموصل بالوكالة بين عامي 1964-1967 وهو مختص بموارد المياه وهندسة الري والبزل واقامة المنشاءات. اقام اقسام الهندسة المدنية والزراعية والكهربائية وزودها بالمعدات والمختبرات واسهم في انشاء جامعة الموصل وتوسيعها من كلية الطب فقط الى نحو سبع كليات بمرافق دراسية مكتملة وانشأ قسماً للهندسة الزراعية في كلية الهندسة بجامعة بغداد عام 1972.وهو عضو في جمعية مهندسي الهايدروليك الدولية في دلفت بهولندا، وعضو جمعية الكونكريت الاميركية وعضو الهيئة الوطنية للاعلام العلمي وعضو جمعية المهندسين العراقيين. اسهم في مؤتمرات دولية وعربية عقدتها اللجان الاقتصادية بجنوب شرقي اسيا وغربها التابعة للامم المتحدة. وفي سوريا والاردن لدراسة كفاءة مشاريع الري. له اكثر من ثلاثين بحثاً في الري والبزل وتصميم جداول وهندسة السدود والموارد المائية.  يتقن الانكليزية وله المام بالفرنسية وشارك في قياس وتصميم العديد من المنشآت ذات الطوابق المتعددة وصمم (قاعة الخلد) في بغداد.من مؤلفاته:1-هندسة المساحة المستوية (بالانكليزية). 2-تصميم منشاءات الري (بالانكليزية) 3-النومراغرافيا (بالانكليزية). 4-المعادلة اللوغرتمية لتصريف الجداول (بالانكليزية) 5-ري العراق 6-الري والبزل في العراق والوطن العربي.عمل في رئاسة جامعة الموصل مديراً لاجتماعات مجلس الجامعة عام 1965 كان مثالاً للاداري الدمث الحاذق المتمكن من عمله يحبه الجميع ويجلونه ويبادلهم المودة وكانت رئاسة الجامعة آنذاك في دورة الدواسة الاولى وبعد عدة اشهر وجد ان هذا العمل لايروق له ولم تفتح كلية الآداب بعد فطلب اليه التدريس في معهد المحاسبة المسائي فلم يمانع وعين معاوناً لعميد المعهد. وكانت فترته تعد من ازهى الفترات التي مرت بها جامعة الموصل وكان مثالاً للامانة والاخلاق والعلم.,0
1195,1218,نجيب عزيز الوكيل  ,دار المعلمين العالية 1951، مدرس الطبيعيات في الغربية و المتوسطة الجمهورية  ,0
1196,1219,نجيب فاضل الصيدلي ,ولد في الموصل وتلقى علومه الأولية فيها.تخرج في كلية الحقوق /جامعة بغداد وعين كاتباً أول في محاكم البصرة وانتقل إلى محاكم الموصل وتدرج في الوظيفة حتى أصبح مديراً لأموال القاصرين في الموصل وعمل مديراً لجريدة (الهدى)الموصلية التي رأس تحريرها المحامي فخري الخيرو.وكتب قصصاً في مجلة (المجلة) التي أصدرها أخوه عبد الحق فاضل عام 1938 وكان أخوه أكرم فاضل شاعراً فضلاً عن والده فاضل الصيدلي. وظهرت ميول نجيب الأدبية منذ كان عمره ست عشرة سنة ونشر مقالاته في الصحف والمجلات وولده الطبيب نبيل نجيب الصيدلي شاعر، ينشر شعره في الصحف والدوريات إلا أنه لم يجمعها في ديوان خاص.,0
1197,1220,نجيب يحيى الخفاف  ,الولادة 1920موصل، حاصل على ليسانس (اجتماعيات) كلية دار المعلمين العالية.الوظائف التي اشغلها:مدرس إعدادية النجف في 22/9/1944مدرس الإعدادية المركزية في الموصل 1946مدرس المتوسطة الغربية في 1946، مدرس الإعدادية المركزية ثانية 1947، مدرس المتوسطة الغربية 1948مدرس المتوسطة المركزية ثم معاوناً فيها في نفس سنة 1955، عاد إلى الإعدادية المركزية في نفس 1955مدرس الإعدادية الشرقية 1956معاون ثانوية التجارة 1958، مدير متوسطة الوثبة 1958، مدرس الإعدادية الشرقية 1959، مدير المتوسطة الغربية1959-1960نقل في نفس السنة 1960إلى إدارة متوسطة الجمهورية، مدير الإعدادية المركزية 1961مدير الحدباء1963-1964، نقل في نفس السنة مديراً للإعدادية المركزية(1963-1964)مدير تربية كركوك1964، مدير تربية الموصل1965، مفتش اختصاصي 1968، أحيل إلى التقاعد في 1/2/1971.  ,0
1198,1221,نجيب يوسفاني,ولد في الموصل في 5/4/1925تخرج في كلية الحقوق بغداد سنة 1950-1951م أخذ إجازة المحاماة في 18/7/1951-عين عضواً في مجلس إدارة معمل نسيج الموصل من سنة 1958لغاية 1963م ثم عين عضواً في مجلس الشعب المركزي لمحافظة نينوى منذ بداية سنة 1978م.,0
1199,1222,نجيب يونس ,ولد في العراق (الموصل)1930، درس الفن في كلية الفنون الجميلة بالقاهرة وتخرج منها عام 1954 بدرجة شرف-شارك في أغلب المعارض التي أقيمت داخل وخارج العراق منها-*معرض المنصور 1955. معرض جمعية التشكيليين العراقيين 1956-1957-1958. معرض فناني الموصل الأول عام 1963. المعارض الفنية التشكيلية لجامعة الموصل. مجموعة المعارض المشتركة. معرض شخصي 1958الموصل. معرض شخصي 1963الموصل. معرض شامل لإعماله الفنية والذي ضم 250لوحة 1985 بغداد المتحف الوطني للفن الحديث. معرض شخصي 1985 لندن. معرض شخصي 1998البحرين. معرض شخصي 2001البحرين. معرض شخصي 2002الإمارات العربية المتحدة. نظم العديد من التجمعات والدورات الفنية منذ عام 1954وتخرج على يده العديد من الفنانين البارزين.*أسس مرسم جامعة الموصل 1963 والذي كان نواة لتأسيس متحف الجامعة حيث يضم–العديد من لوحاته والتي يفخر بها الفن العراقي. أسس قسمي الفنون التشكيلية (الرسم والسيراميك)والخط والزخرفة من معهد الفنون الجميلة-في الموصل عام 1978حيث كان رئيساً لهما لحين تقاعده. أشاد العديد من نقاد الفن ومتبعيه مما قدم من إنجاز في خلال مسيرته الفنية باعتباره رائداً في-الحركة التشكيلية.  *يعتمد في أغلب أعماله (البيئة) كموضوع محللاً ومدققاً في تفاصيلها وكما أنجر العديد من-الموضوعات التي تحمل جوانب تاريخية ووجدانية.*حصل على شهادة تقديرية عام 1956معرض المنصور. حصل على تكريم الدولة 1985. شهادة تقديرية باعتباره أحد أركان الحركة الفنية العراقية عام 1972(جمعية التشكيليين العراقيين). منح وسام رواد الفن العراقي عام 1996 (وزارة الثقافة والإعلام). عضو نقابة الفنانين العراقيين. عضو جمعية التشكيليين العراقيين وأحد مؤسسيها.نجيب يونس نجيب آل شريف بك، من أسرة ميسورة الحال تملك أطناناً وأراضي زراعية كثيرة في المناطق التي يسكنها اليزيدية ولا سيما في (بعشيقة) ولد أسمراً غليظ القسمات يختلف من حيث الخلقة عن رقة أسرته وشقرتهم، يقربه من ملامح أخواله، عنيت الأسرة في تنشئته في دارهم الواسعة الكائنة في (الثلمة) أحبه الجيران لنباهته وخفة دمه، دخل الكتاب ثم مدرسة النجاح الابتدائية وكان منذ صغره مولعاً بالتزيين والرسم وصنع الطائرات الورقية، امتلأت نفسه بحب الطبيعة وعندما كانت أسرته تخرج في الربيع إلى الريف يجلس متأملاً السهول الملونة بالخضرة وألوان الأزهار، السماء الصافية والجبال والوهاد، تمكن من تشرب حياة أهل الريف نتيجة لطبيعته السمحة واختلاطه بهم، مما سيؤثر تأثيراً كبيراً في أسلوبه في الرسم ولا سيما الغيوم بأشكالها الغريبة وألوانها المختلفة خلال النهار بدأ رحلته مع الرسم في الصف الرابع الابتدائي. عندما لمس (سعد الله جردق) إمكانياته العالية وحسه الفني المختلف عن بقية الطلبة. وحاول أن يشركه في مرسم المدرسة مع بقية الطلبة الرسامين إلا أن معاون المدرسة منعه من دخول المرسم لصغر سنه آنذاك فاخبره جردق بأن هذا الصبي سيكون له شأن كبير في فن الرسم.ويكرر نجيب يونس أن الفضل الأول في تهيئة موهبة الرسم لديه الإبداع يعود إلى هذا المعلم المربي الذي يحمل له في نفسه كل تجلة واحترام طلب منهم المعلم (فرج يوسف) رسم مكعبات فوق مستوى النظر وتحت مستوى النظر واسماها المعلم نظرية رؤية المكعبات وكان نجيب ضعيفاً في الدروس، وتخيفه كلمة نظرية مما دفعه للتفكير في أمر هذه المكعبات، فتح دفتر الرسم ورسم مكعبات تحت مستوى النظر، بدت له مثل الدور، وضع لها سقوفاً وفتح لها نوافذ عدة، ورسم مكعبات فوق مستوى النظر وفصل مجموعتي المكعبات بطريق، فبدت المكعبات مدينة صغيرة دهش المعلم لمرأها، وتعلم نجيب يونس في الصف الخامس استعمال الألوان وكان الفضل في هذا الدرس إلى المعلم (علي الملا أفندي) وكان شاباً مرهف الإحساس، له فضل كبير في تمكين ملكة الرسم في نفس نجيب يونس وساعده جمال الطبيعة في الموصل واريافها على الاهتمام بالألوان ولا سيما تلون الغيوم وأشكالها، وتعدد ألوان الطبيعة في الربيع. وكان لمعلم الرسم (يوسف بطرس) أثر كبير في تطوره الفني وحينما وصل إلى المرحلة الإعدادية كان رساماً ماهراً.التقيت به في الصف الرابع الإعدادي في إعدادية الموصل عام 1947وكان إنساناً مرهفاً كثير المرح سريع البديهية بارع النكتة وكنت أجلس في المقعد الأمامي من الفصل وكان نجيب يونس في المقعد التالي وقد أشاع البهجة في الفصل حتى مع أكثر الأساتذة فظاظة وكانوا قلة آنذاك، وحظي برعاية خاصة من لدن مدرس الرسم في المدرسة (عبد الخالق الدباغ) ورسم نجيب يونس لوحات عدة وشارك في معارض مدرسية وكان الطالب المبرّز في جميع المعارض، ولن أنسى تلك اللوحة الجميلة التي زينت الصف الرابع الإعدادي لوحة أبي العلاء المعري، وهو يرفض أن يأكل الدجاجة التي قدموها له أثناء مرضه وتحتها خط عبارة بما أوتي من مهارة في الخط (استضعفوك فذبحوك) وذلك اللون الأزرق الشفاف الذي طغى على اللوحة فبعث فيها الأمل في الصفاء والمحبة والذود عن الحب والسلام والطمأنينة.ذلك هو نجيب يونس المحب المحبوب من قبل طلاب الصف الخمسين وفي تلك الغرفة التي كانت لنا صفاً عاميين متتالين حتى أنهينا الدراسة الإعدادية، تعلوها قضبان الحديد وقد كانت مربطاً للخيول أيام المدرسة الخضرية الزاهرة، وطالما اتخذها الطلاب الرياضيون في الصف وسيلة لإجراء تمارين (الجمناستك)وهم يدورون حولها مثل فرارة العيد في الفرصة أو في درس مدرس طيب وهو يقطع الصف الطويل شارحاً الدرس وقبل أن يلتفت إلى الوراء يكون الطالب مستكيناً في مقعده، وتنتشر ملح نجيب يونس هنا وهناك في الفرصة والدرس يضحك لها الأساتذة الطيبون وهم كثر ويغضب منها المدرسون التقليدون وهم قلة آنذاك وواصل نجيب يونس متابعته بعد تخرجه ونيله شهادة البكلوريا عام 1949وذهب إلى مصر لدراسة فن الرسم على حسابه الخاص في كلية الفنون الجميلة بالقاهرة، وقد درس فن الرسم هناك على أساتذة كبار في هذا الفن مثل:يوسف كامل واحمد صبري وحسين بيكار، واخذ منهم كل ما هو بناء وإضافة إلى أسلوبه الذي تأثر بالمجتمع كبيراً وغلفه بروح إنسانية عميقة مظهراً روحية العصر ولوحاته التي تمثل جوانب الحياة المعاصرة أكبر دليل على ذلك وقد زامله في دراسته رسامون كان لهم حضورهم في الساحة العربية مثل (صلاح جاهين، وجورج البهجوري وآدم حنين)وكان تأثير أحمد صبري عليه كبيراً ولا سيما فيما يتعلق باللوحة الشخصية (البورتريت) التي اشتهر بها، ويقول عنه الرسام ستار الشيخ:أنه أصبح من أساتذة (البورتريت)الكبار في العراق، وأن أعماله تتميز بثراء لوني مشبع بموسيقية ضوئية تثير الانبهار وباستعماله الفرشاة بتلك العفوية التي تختزن خبرة عميقة، وأسلوبه يتضمن اهتماماً كبيراً بالموضوع وبتفاصيله الدقيقة وتأكيده المستمر على المنظور ونظافة اللمسة اللونية، رسختها الإمكانات اللونية النابعة من إخلاص عميق للبيئة والطبيعة والمدينة التي أغنت عيون الفنان بتنوع المناخات بتلك الطراوة اللونية للأرض والأشجار، والتي أصبحت مميزة لفناني المدينة عموماً (موسوعة الموصل الحضارية حـ5 ص476).وقال عنه جبرا إبراهيم جبرا: براءة عجيبة في لوحاته، في عصر تملؤه المآسي، استطاع فنان واحد أن يصّر على أن الحياة بوسعها أن تضجّ أيضاً بالفرح وروعة الوجود، إننا نحس إزاء ضوضاء جموعه الفردية مرأى العمامات الكثيرة التي تتناثر عن اللوحة تناثر الأزهار على مرج أخضر إن علينا أن نعيد تدريب العين على الرؤية علينا أن نتجه بالنظر نحو أفق كادت ثقافتنا الفنية أن تنساه لشدة ما اتجهت أعيننا إلى دواخل النفس المضطربة.. لقد أحكم سيطرته على رؤيته وجازف في الدخول بفنه في منطقته خطرة ما اسهل ليغير المتمرس أن ينزلق فيها نحو السطحي والمباشر واستطاع نجيب يونس أن يدرك تلك الانجازة الصعبة التي تؤكد أنه واحد من أكبر واعظم فناني العراق (جريدة الجمهورية بتاريخ 4/2/1985).تخرج نجيب يونس في كلية الفنون الجميلة بالقاهرة عام 1954 وعاد إلى العراق وعمل مدرساً للرسم في العديد من مدارس المدينة وهو مدرس بارع في مادته أفاد طلبته فائدة كبيرة وتخرج على يديه عدد كبير من رسامي الموصل. وانتقل بعد ذلك إلى جامعة الموصل، وأسس (بيت الفن) في الجامعة بمساعدة رسامين كبيرين هما راكان دبدوب وضرار القدو وساعدهما النحات المتميّز المرحوم فوزي إسماعيل (1935-1986) الذي تشهد له الموصل ببراعته من خلال التماثيل العديدة التي تزيّن ساحات المدينة وما زالت لوحاته الكبيرة معروضة في بيت الفن ولا سيما لوحته الكبيرة (بناء سور نينوى)والتي عدها الفنان ستار الشيخ كبيرة الأهمية في فن الرسم لأن نجيب يونس:قدم فيها تجارب بالمنظور المتحرك واستخدم عدة زوايا للرؤية وذلك إعطاء المتفرج مدى واسعاً للرؤية إذ لابد أن يكون هناك عين ترتفع فوق عين المتفرج وهو يقطع اللوحة من جهة الملك يساراً إلى جهة الفنانين العاملين في تزيين السور يميناً حيث تصعد الرؤية تدريجياً دون أن تشعر بالصعود.أي أشبه بحركة الكاميرا البطيئة بالمشهد السينمائي، وقد تمثل ذلك بإيجاد منظور آخر للمشاهد مرتفع أكثر من المنظور الأول، تطلب خطوطاً أخرى حاول مزجها بالخطوط الأولى مستغلاً طول اللوحة فتشابكت الرؤية وعندها أصبحت الأشكال تتسع للعين حيثما وقفت أمام اللوحة وهكذا حقق إضافة جديدة للمنظور أسماها (الإزدواجية المحورية)(م.ن.ص476-477)الا أن العمل لم يرق له في الجامعة فانتقل إلى بغداد للتدريس في معهد الفنون الجميلة، وبعد أن افتتح معهد الفنون الجميلة في الموصل، اختير نجيب يونس عام 1977 رئيساً لقسمي الرسم والخط والزخرفة وبقي في عمله حتى طلب إحالته على التقاعد عام 1983، وهو يحترف الآن في داره فن الرسم ويحقق ما كان يصبو إليه دون ضغط أو تأثير وظيفي وقد حاولت إقناعه بالعودة للتدريس في الجامعة عام 1977 حينما أصبحت مسؤولاً عن فرع الفن الذي الحق بكلية الآداب وكان من المؤمل فتح فرع للفنون أكاديمي يتحول بعد إكمال الكادر التعليمي إلى أكاديمية للفنون الجميلة، الا أنه آثر عدم العودة الى الجامعة وأسس قسمي الفنون التشكيلية والخط والزخرفة بمعهد الفنون الجميلة بالموصل عام 1979 وقد أقام نجيب يونس عدة معارض فنية في الموصل وبغداد وأقام عام 1985 معرضاً شاملاً لإعماله في قاعة المتحف الوطني الحديث ببغداد، فضلاً عن المعرض الذي أقامه في لندن.يقول نجيب يونس عن اللوحة:اللوحة في رأيي منتزعة من الحد الفاصل بين قوتين متصارعتين في عصرنا الأولى تشرح أطراً لما يخدم فلسفياً نظام الحكم، والثانية تعمل به الدول الرأسمالية والتي تركت الحبل على الغارب فنجد فنوناً جامدة ومذاهب بعيدة عن المجتمع وكلاهما يحمل تناقضات بنسب متفاوتة أما أعمالي فقد أتت مفهومة العرض واضحة المعنى تستند إلى التقدم العلمي وتحمل روح الشرق ومفاهيمنا العربية والواقعية الأصلية، وتدور مواضيعي في حدود القضايا التراثية والشعبية ولا سيما المهدد منها بالزوال والاندثار كما اهتم بالمواضيع التاريخية والإنسانية حيث تشهد أعمالي ذلك (من مقابلة أجراها معه ميسر الخشاب في جريدة الحدباء عام 1983).والشاهد على ما يقوله الفنان نجيب يونس لوحاته الشعبية التي كانت تزين (طارمة)دارهم في الطيران والتي كانت مبهرة لعشاق الفن التشكيلي من أهل المدينة وغيرهم مثل لوحة دبكة اليزيدية وعيد طاووس ملك وغيرها من اللوحات الجميلة التي كانت تستوقف المار بالدار ليتأمل جمال تشكيلها وبراعة ألوانها، أما مرسمه في داره الآن (في الجوسق)فهو محج لعشاق الفن والباحثين عن الجمال. رؤية نجيب يونس لفن الرسم: للعمل الفني الحديث تصميم يسيطر على اللوحة الفنية وينفذ إلى كل جوانبها فارضاً هيكله العام عليها ومنه تتدفق المعاني الفنية لقوة وجوده، وحكمة تركيبه وغرابة استحداثه، فهو المحتوى لفصولها وأبوابها، وهو المنسق الذي تكمن حوله أصالة اللوحة وجماليتها وشخصية الفنان الذي رسمها ونهجه في العمل، حين يخترع لتصميمه الزوايا والخطوط والكتل الغريبة التي تتعلق ببعضها لتوضح معنى اللوحة والمراد منها، فيجب والحالة هذه أن يركز الفنان على فهم نفسه أولاً ويعرف موقعه من الحركة الفنية الحديثة، ومن حركة الفن التاريخية سواء على نطاق إقليمي أم قومي أم عالمي ليرى في البداية ماذا يستطيع أن يقدم في التصميم الجديد، دون أن تحده نظريات أكاديمية ولا تؤطره أفكار عفا عليها الزمن، أو عرف ثبت ولم يتغير، من يقول إن هذا العرف هو الصحيح، لماذا لا يكون عكسه هو الصحيح؟!.ما أجدرنا حين نتعرض لفن الرسم أن نتذكر أمر اكتشاف الفراغ، الفراغ في اللوحة الفنية أتى نتيجة لتحرك الكتل بمختلف الاتجاهات، ومختلف أشكال الخطوط والمعاني لتقابل كتلة كتلة أخرى وجهاً لوجه أو بشكل متجاور، لتعبر الكتل عن معنى ما، تاركة الفراغ لعدم التقدير وعدم الإحساس بخطورته الفنية فطالما أن هذه الكتل حدود وكيانات في اللوحة الواحدة، فحدودها سبب مباشر لوجود فراغات تتألف من حدود هذه الكتل ذاتها لتكون في النتيجة شكلاً آخراً يمثل حضوراً وأهمية كبيرة واحتل الفراغ الأهمية ذاتها التي إحتلتها الكتل إن طرح الفنان للروتينية في العمل الفني مهم جداً للخلق والإبداع فقد جرت الأعراق الفنية السابقة للأعمال التشكيلية أن تكون ذات ملمس معين في العصور الكلاسيكية وما تلاها من مدارس فنية بقيت زمناً طويلاً تنهج النهج نفسه، حتى ظهر من يقود إلى الرؤية الجديدة لنوعية التكنيك المنفذ في اللوحة وأي الأنواع يستخدم، حتى ظهر في إنكلترا الفنان(كونستابل) الذي نفذ لوحاته، بواقعية لونية فريدة في نوعها واستخدم لأول مرة اللمسة والعجينة الثقيلة لوضعها بغزارة في لوحته مما أبقى على صفة اللون وحيويته وتلألئه وتشبعه بأشعة الشمس فتدفقت الحياة في مناظره الطبيعية، ولجأ (ديلاكروا)الفرنسي في الإتجاه نفسه مستخدماً كثافة العجينة اللونية وغزارة المادة وهو تبديل وإعادة نظر في كيفية استخدام اللون وخروج على المألوف والعرف والتقاليد السابقة التي تفترض صقل اللوحة في تقديمها النهائي، حتى تغنى الإنطباعيون في استخدام كثافة اللون وحركته فاستخدم (مونيه)الفرشاة المتقطعة ذات الضربات السريعة للوصول إلى لألأة الممسوسات وإعطائها حقها في الإشباع الضوئي لتحديد شكلها المادي، وفلسف (فان كوخ) لمساته حسب مشاعره، فالمعروف أن النهر يرسم فرشة أفقية فرأى فإن كوخ أن الجدول قادم إلينا بمياهه الهادرة فسحب فرشاة في الجدول بشكل يوازي حرفية الجانبين وكأنما أراد تبيان أن الماء نفسه يسير منحدراً من أعلى إلى أسفل، فلماذا لا تكون المعالجة كذلك؟.,0
1200,1223,ندى العمري ,نالت شهادة طب بغداد 1977 وشهادة زمالة كلية الاطباء الملكية للنسائية والتوليد  MRCOG سنة 1985 رئيسة قسم النساء والتوليد في مستشفى الخنساء بالموصل 1994-1998.,0
1201,1224,نديم الأطرقجي ,"ولد نديم الأطرقجي في الموصل عام 1915، درس في الكتاب فيها وانتقل إلى المدرسة الابتدائية ثم الدراسة المتوسطة وانتقل إلى بغداد ولكسب عيشه هناك عمل في الصحافة واستهواه المسرح وانضم إلى الفرقة التمثيلية التي أسسها حقي الشبلي، مارس التمثيل على المسرح وكتب العديد من المسرحيات (العائلة المنكوبة) عام 1932، (الثورة العربية) عام 1935، (أفندي من جذب) عام 1936، (الاعتراف) عام 1938، (الحاجب المنصور) 1937، (وضاح اليمن) عام 1937، والمسرحيتان الأخيرتان شعريتان، هذا بالإضافة إلى نظم الشعر وكتابة القصة، وقد مثلت جميع مسرحياته على المسارح العراقية وشارك في تمثيل بعضها، وأصيب بالسل نتيجة لحياة الفقر التي عاشها، ومات بهذا الداء وهو في ريعان الشباب.وقد كتب الاطرقجي جميع مسرحياته بالفصحى عدا مسرحية (افدني من جذب) كتبها بالعامية وهي مسرحية قصيرة تقع في فصلين وتعتمد على المفارقات الفكاهية والمواقف المصطنعة. وبطلها (مرهون أفندي) رجل قبيح يظن في نفسه القدرة على قرض الشعر، يقع في مآزق عديدة مع (الملا علوان) البخيل، ولكن الأزمة بينهما تخف عندما يعتقد الملا علوان أن بطاقة اليانصيب التي يمتلكها مرهون قد ربحت فيزوجه بابنته طمعاً في ماله الى أن يقع على الحقيقة حيث لا يجدي ندمه وثورته.وقد اصطنع المؤلف هذا الموضوع ليحرك أبطاله وشخصياته في جو فكاهي مرح بين المفارقات والمآزق,وهي المسرحية الفكاهية الوحيدة من بين مسرحياته.وموضوعات مسرحياته موضوعات اجتماعية، تحث مسرحية (العائلة المنكوبة) على الإقلاع عن المفاسد كلعب الميسر وشرب الخمر ومعاشرة البغايا، وتدعو مسرحيته (الثورة العربية) للدفاع عن العروبة ومحاربة المستعمرين، وتعالج مسرحية (الاعتراف) مشكلة الزواج في الشرق ابان الثلاثينات، ويظهر أن المؤلف قد وقع تحت تأثير الحركة الاجتماعية التي سادت الوطن العربي فيما بين الحربين العالميتين من ناحية، وتحت تأثير المسرحيات المصرية الميلودرامية التي عرضتها الفرق التمثيلية في العراق في العشرينات والثلاثينات من هذا القرن، مثل فرقة جورج أبيض وقرقة رمسيس ليوسف وهبي وفرقة عزيز عيد وفاطمة رشدي.وقد طغى الاتجاه الوعظي طغياناً في مسرحيات نديم الاطرقجي وجاءت أكثر المواقف فيها عبارة عن مقالات وعظية أو خطب اجتماعية، تقطع سياق المسرحية.",0
1202,1225,نذير الغلامي ,ولد محمد نذير بن العلاّمة محمد سعيد الغلامي من رواد اليقظة الوطنية بالموصل من أسرة عريقة أكمل دراسته الأولية في المدارس العثمانية وتخرج في دار المعلمين ومارس التعليم والادارة قرأ النحو على والده وعلوم الدين على محمد أفندي الحبار. أسهم في الحقلين الأدبي والوطني والسياسي في فترتي الحرب العالمية الأولى والاحتلال البريطاني للعراق وشارك في تأسيس دار الآداب وانتسب الى جمعية العلم السرية في العهد التركي وانتمى الى حزب العهد وعمل على اذكاء الروح الوطنية في نفوس الناشئة وفصل من وظيفته من قبل مدير المعارف الانكليزي (بيتر) فقام ورفاقه بتأسيس مدرسة النجاح الأهلية وعيّن مديراً لها ولما امتد تأثيرها الوطني زجّت به السلطات البريطانية في السجن وبعد مرضه أطلق سراحه وعاد الى ادارة المدارس وله خطب أيام الاحتلال البريطاني.,0
