,seq,name,name2,content,isconfirmed,class
3063,3063,محمد علي الياس العدواني ,عبدالله النعمه,عام 1940. و قد قرا القران على والد ه منذ اوائل صباه  و حين اتم الدراسه الابتدائيه في الموصل دخل المدرسه الفيصليه الدينيه في عهد مدير ها الشيخ ,False,STUDY
3064,3064,محمد علي الياس العدواني ,مصطفى امين,منذ اوائل صباه  و حين اتم الدراسه الابتدائيه في الموصل دخل المدرسه الفيصليه الدينيه في عهد مدير ها الشيخ عبدالله النعمه  و كان من شيوخ ها : ,False,STUDY
3065,3065,محمد علي الياس العدواني ,عثمان الجبوري,مدير ها الشيخ عبدالله النعمه  و كان من شيوخ ها : مصطفى امين الفتوى  و اخذ طرفا من علوم اللغه العربيه و لا سيما النحو من الشيخ ,False,STUDY
3066,3066,محمد علي الياس العدواني ,محمد صالح الجوادي,من شيوخ ها : مصطفى امين الفتوى  و اخذ طرفا من علوم اللغه العربيه و لا سيما النحو من الشيخ عثمان الجبوري  و قرا التجويد على الشيخ ,False,STUDY
3067,3067,محمد علي الياس العدواني ,احمد الجوادي,علوم اللغه العربيه و لا سيما النحو من الشيخ عثمان الجبوري  و قرا التجويد على الشيخ محمد صالح الجوادي في جامع الرابعيه  و درس المواريث على الشيخ ,False,STUDY
3068,3068,محمد علي الياس العدواني ,عبدالله النعمه, و قرا التجويد على الشيخ محمد صالح الجوادي في جامع الرابعيه  و درس المواريث على الشيخ احمد الجوادي  و قرا علم المنطق و الحكمه على الشيخ ,False,STUDY
3069,3069,محمد علي الياس العدواني ,عبدالغفور الحبار الموصلي,هي العربيه و فنون ها و الفق ه و اصول ه و الحديث و التفسير و اصول هما  و لدي ه اجازه اخرى في علوم الماده من الشيخ ,False,STUDY
3070,3070,محمد علي الياس العدواني ,محمد محمد المدني,الى مصر عام 1943 في بعث ه علميه الى الازهر  و دخل كليه الشريعه في ه  و اخذ عن شيوخ اجلاء مثل : محمود شلتوت  و ,False,SAME PERSON
3071,3071,محمد علي الياس العدواني ,احمد الشرباصي,و قد جمعت ه زماله علميه هناك ب عدد من الافاضل بين هم : الشيخ سيد سابق صاحب كتاب فقه السنه ) و ,False,STUDY
3072,3072,محمد علي الياس العدواني ,محمد محمود الصواف,الشرباصي الاديب المعروف  و كان قد صحب ه في الرحله الى مصر نخبه من الطلبه الذين كان ل هم اثر كبير في الحركه الثقافيه في الموصل مثل : ,False,FAMILY
3073,3073,محمد علي الياس العدواني ,محمد عبدالله الحسو,كان قد صحب ه في الرحله الى مصر نخبه من الطلبه الذين كان ل هم اثر كبير في الحركه الثقافيه في الموصل مثل : محمد محمود الصواف  و ,False,FAMILY
3074,3074,محمد علي الياس العدواني ,صالح احمد المتيوتي,في الرحله الى مصر نخبه من الطلبه الذين كان ل هم اثر كبير في الحركه الثقافيه في الموصل مثل : محمد محمود الصواف  و محمد عبدالله الحسو و ,False,STUDY
3075,3075,محمد علي الياس العدواني ,اسماعيل حقي فرج,يغادر العمل يوما واحدا حتى احيل الى التقاعد عام 1983 و صاحب في ها اساتذه افاضل لعبو ادوارا هامه في التوجيه التربوي و الثقافي في المدينه مثل : الشاعر ,False,WORK
3076,3076,محمد علي الياس العدواني ,احمد قاسم الفخري,احيل الى التقاعد عام 1983 و صاحب في ها اساتذه افاضل لعبو ادوارا هامه في التوجيه التربوي و الثقافي في المدينه مثل : الشاعر اسماعيل حقي فرج و الشاعر ,False,STUDY
3077,3077,محمد علي الياس العدواني ,عبدالرزاق الشماع,و صاحب في ها اساتذه افاضل لعبو ادوارا هامه في التوجيه التربوي و الثقافي في المدينه مثل : الشاعر اسماعيل حقي فرج و الشاعر احمد قاسم الفخري  و ,False,STUDY
3078,3078,محمد علي الياس العدواني ,عبدالعزيز توفيق,ها اساتذه افاضل لعبو ادوارا هامه في التوجيه التربوي و الثقافي في المدينه مثل : الشاعر اسماعيل حقي فرج و الشاعر احمد قاسم الفخري  و عبدالرزاق الشماع و ,False,STUDY
3079,3079,محمد علي الياس العدواني ,الدكتور هاشم الطعان,و من طلبت ه في ها م من كان ل هم بعدئذ شان علمي و ثقافي : الشاعر ,False,STUDY
3080,3080,محمد علي الياس العدواني ,يوسف ذنون,و من طلبت ه في ها م من كان ل هم بعدئذ شان علمي و ثقافي : الشاعر الدكتور هاشم الطعان  و الخطاط المشهور ,False,STUDY
3081,3081,محمد علي الياس العدواني ,حازم عبدالله خضر,د . ,False,MISC
3082,3082,محمد علي الياس العدواني ,احمد قاسم,د . ,False,MISC
3083,3083,محمد علي الياس العدواني ,توفيق اليوزبكي,د . ,False,MISC
3084,3084,محمد علي الياس العدواني ,حكمت البزاز,د . توفيق اليوزبكي د . ,False,MISC
3085,3085,محمد علي الياس العدواني ,ابراهيم النعمه,nan,False,MISC
3086,3086,محمد علي الياس العدواني ,محمد علي الياس العدواني ,تزوج ,True,SAME PERSON
3087,3087,محمد علي الياس العدواني ,عبدالوهاب العدواني,تزوج محمد علي العدواني من امراه تنتمي الى عشيره العبيد و انجبت ل ه من الذكور اربعه البكر في هم ,False,FAMILY
3088,3088,محمد علي الياس العدواني ,محمد علي الياس العدواني ,مارس ,True,SAME PERSON
3089,3089,محمد علي الياس العدواني ,محمد علي الياس العدواني ,اجاب ,True,SAME PERSON
3090,3090,محمد علي الياس العدواني ,محمد علي الياس العدواني ,ذكر في احدى اجابات ه ان ه لم يشترك في مهرجان شعري الا مهرجان ابي تمام الذي اقيم ب الموصل عام 1971 في ذكرا ه الالفيه  و القى ,True,SAME PERSON
3091,3091,محمد علي الياس العدواني ,ابراهيم النعمه,من مؤلفات ه المنشوره : 1- اعتقاد اهل السنه و الجماعه  ل لشيخ عدي مسافر الاموي رساله حقق ها ب الاشتراك مع ,False,MISC
3092,3092,محمد علي الياس العدواني ,محمد احمد,2- ارجوزه الضاد و الظاء في القران الكريم  ل ابي نصر ,False,FAMILY
3093,3093,محمد علي الياس العدواني ,شعبان محمد الاثاري,4- المنهج المشهور في تلقيب الايام و الشهور  ل لشيخ ,False,MISC
3094,3094,محمد علي الياس العدواني ,شعبان الاثاري,8- دراسه عن ,False,MENTION
3095,3095,محمد علي الياس العدواني ,محمد علي الياس العدواني ,و ل لاستاذ ,True,SAME PERSON
3096,3096,محمد علي الياس العدواني ,محمد علي الياس العدواني ,يعد ,True,SAME PERSON
3097,3097,محمد علي الياس العدواني ,محمد علي الياس العدواني ,و قد توزع شعر ,True,SAME PERSON
3098,3098,محمد محمود الصواف ,عبدالله النعمه,ولد ب الموصل و في ها اكمل دراست ه الاوليه و انصرف الى العلوم الدينيه ف تتلمذ على الشيخ ,False,STUDY
3099,3099,محمد محمود الصواف ,مصطفى الصابونجي,ولد ب الموصل و في ها اكمل دراست ه الاوليه و انصرف الى العلوم الدينيه ف تتلمذ على الشيخ عبدالله النعمه و اجيز من قبل ه و ارسل ه ,False,STUDY
3100,3100,محمد محمود الصواف ,محمد علي الياس العدواني,الشيخ عبدالله النعمه و اجيز من قبل ه و ارسل ه مصطفى الصابونجي مع جماعه من الطلبه الموصليين ل لدراسه في الازهر على نفقت ه الخاصه و مع ه ,False,COMPANIONSHIP
3101,3101,محمد محمود الصواف ,محمد صالح المتيوني,من قبل ه و ارسل ه مصطفى الصابونجي مع جماعه من الطلبه الموصليين ل لدراسه في الازهر على نفقت ه الخاصه و مع ه محمد علي الياس العدواني و ,False,FAMILY
3102,3102,محمد محمود الصواف ,امجد الزهاوي,اسس مع الشيخ ,False,COMPANIONSHIP
3103,3103,محمد محمود الصواف ,العالم الاسلامي,عام 1959 بعد خروج ه من المعتقل و استقر اول الامر في دمشق ثم اتجه الى السعوديه و اصبح عضوا في مؤسسات كثيره من ها : المجمع الفقهي برابطه ,False,WORK
3104,3104,محمد نجيب الجادر ,محمد نجيب الجادر ,دخل ,True,SAME PERSON
3105,3105,محمد نجيب الجادر ,صديق الجادر,في مواجهه اطماع تركيل في ها و دور ه في لجنه انقاذ فلسطين عام 1947 و بنى جامعا ب اسم ه عام 1948 في منطقه الفيصليه و نجل ه ,False,FAMILY
3106,3106,محمد نجيب الجادر ,نجيب الجادر,بنى جامعا ب اسم ه عام 1948 في منطقه الفيصليه و نجل ه صديق الجادر من كبار تجار الاخشاب و ساهم في الاعمال الخيريه و المنشات الصحيه و اولاد ,False,SAME PERSON
3107,3107,محمد نوري الفخري م ,عبدالله الفخري,هو اصغر اولاد الشيخ ,False,FAMILY
3108,3108,محمد نوري الفخري م ,محمد زكي الفخري,هو اصغر اولاد الشيخ عبدالله الفخري بعد استشهاد اخي ه الاصغر ,False,FAMILY
3109,3109,محمد نوري الفخري م ,محمد محمود الفخري,ه الاصغر محمد زكي الفخري في الحرب العالميه الاولى  ولد في الموصل نال الشهاده الرشديه الابتدائيه ثم الاعداديه  حفظ القران الكريم و درس على خال ه السيد ,False,FAMILY
3110,3110,محمد نوري الفخري م ,محمد علي الفخري,الاعداديه  حفظ القران الكريم و درس على خال ه السيد محمد محمود الفخري علوم الكلام و الماده و اكمل تحصيل ه في علوم اللغه على اخي ه الاكبر ,False,SAME PERSON
3111,3111,محمد نوري الفخري م ,محمد طاهر الفخري,و الماده و اكمل تحصيل ه في علوم اللغه على اخي ه الاكبر محمد علي الفخري  و اكمل تحصيل ه الفقهي و علم الفرائض على اخي ه الشيخ ,False,SAME PERSON
3112,3112,محمد نوري الفخري م ,محمد الجوادي,و اجاز ه الشيخ ,False,STUDY
3113,3113,محمد نوري الفخري م ,محمد نوري الفخري م ,القضاء لورع ه و ب الحاح من رئيس محكمه الاستئناف ب الموصل ابراهيم الواعظ  و بقي قاضيا في المحكمه الشرعيه حتى احيل على التقاعد عام 1955. و كان ,True,SAME PERSON
3114,3114,محمد نوري الفخري م ,عبدالله الفخري,ب الموصل ابراهيم الواعظ  و بقي قاضيا في المحكمه الشرعيه حتى احيل على التقاعد عام 1955. و كان محمد نوري الفخري مرشدا ل لتكيه الشهيره ب تكيه الشيخ ,False,FAMILY
3115,3115,محمد نوري الفخري م ,الثاني عبدالرزاق,اما ولد ه ,False,FAMILY
3116,3116,محمد نوري الفخري م ,محمد نوري,اما ولد ه الثالث عبدالرحمن ف كان تلميذي في الاعداديه الشرقيه في فتره الخمسينات و الشيخ ,False,FAMILY
3117,3117,محمد نوري الفخري م ,محمد نوري الفخري م ,كان تلميذي في الاعداديه الشرقيه في فتره الخمسينات و الشيخ محمد نوري قادري الطريقه و سيرت ه تضرب ب المثل في الزهد و الانقطاع عن الناس لقد كان الشيخ ,True,SAME PERSON
3118,3118,محمد نوري الفخري م ,عبدالوهاب الفخري,من مر ه حيث يتلى القران الكريم و الادعيه و الصلوات و التسابيح و تسود ها روح روحانيه يقل مثيل ها و بقيت الحال ك ما كانت مع الشيخ ,False,WORK
3119,3119,محمد ياسين السنجاري ,محمد ياسين السنجاري ,nan,True,SAME PERSON
3120,3120,محمد ياسين السنجاري ,يونس البكري,محمد ياسين عبدالله الموصلي السنجاري تلقى مبادئ العلوم في سنجار عن المشايخ : ,False,STUDY
3121,3121,محمد ياسين السنجاري ,احمد عبدالحميد الحمداني,محمد ياسين عبدالله الموصلي السنجاري تلقى مبادئ العلوم في سنجار عن المشايخ : يونس البكري  السيد ناصر  ,False,STUDY
3122,3122,محمد ياسين السنجاري ,عبدالله النعمه,ثم رحل الى الموصل و تلقى العلم من المشايخ : ,False,STUDY
3123,3123,محمد ياسين السنجاري ,عمر النعمه,ثم رحل الى الموصل و تلقى العلم من المشايخ : عبدالله النعمه  ,False,COMPANIONSHIP
3124,3124,محمد ياسين السنجاري ,بشير الصقال,ثم رحل الى الموصل و تلقى العلم من المشايخ : عبدالله النعمه  عمر النعمه  ,False,COMPANIONSHIP
3125,3125,محمد ياسين السنجاري ,عبدالغني الحبار,ثم رحل الى الموصل و تلقى العلم من المشايخ : عبدالله النعمه  عمر النعمه  بشير الصقال  ,False,STUDY
3126,3126,محمد ياسين السنجاري ,عثمان الجبوري,ثم رحل الى الموصل و تلقى العلم من المشايخ : عبدالله النعمه  عمر النعمه  بشير الصقال  عبدالغني الحبار  الملا ,False,STUDY
3127,3127,محمد ياسين السنجاري ,حمدي الاعظمي,دخل كليه الشريعه ب بغداد و تلقى العلم عن : ,False,MENTION
3128,3128,محمد ياسين السنجاري ,قاسم القيسي,دخل كليه الشريعه ب بغداد و تلقى العلم عن : حمدي الاعظمي  ,False,MENTION
3129,3129,محمد ياسين السنجاري ,عبدالقادر الخطيب,دخل كليه الشريعه ب بغداد و تلقى العلم عن : حمدي الاعظمي  قاسم القيسي  ,False,MENTION
3130,3130,محمد ياسين السنجاري ,بشير الصقال,منح اجازات عديده من ها :- 1- الاجازه العلميه معقول و منقول من الشيخ ,False,MISC
3131,3131,محمد ياسين السنجاري ,علي الشيخ محمد امين السبعاوي,3- اجازه ب الطريقه النوريه القادريه من السيد ,False,MISC
3132,3132,محمد ياسين السنجاري ,اكرم عبدالوهاب,و من تلامذت ه :- ,False,MISC
3133,3133,محمد ياسين السنجاري ,شعبان رمضان,و من تلامذت ه :- اكرم عبدالوهاب  ,False,MISC
3134,3134,محمد ياسين السنجاري ,يونس ابراهيم ذنون,و من تلامذت ه :- اكرم عبدالوهاب  شعبان رمضان  الشيخ ,False,STUDY
3135,3135,محمد ياسين السنجاري ,علي حامد الراوي,و من تلامذت ه :- اكرم عبدالوهاب  شعبان رمضان  الشيخ يونس ابراهيم ذنون شيخ القراءات السبع  و الشيخ ,False,STUDY
3136,3136,محمد ياسين السنجاري ,حامد قبع,عبدالوهاب  شعبان رمضان  الشيخ يونس ابراهيم ذنون شيخ القراءات السبع  و الشيخ علي حامد الراوي  و قد درس طلبت ه في جامع الباشا و جامع ,False,STUDY
3137,3137,محمد ياسين امين اغا,هاشم الوتري,انهى دراست ه الاوليه في الموصل و دخل الكليه الطبيه و نال ثقه الاستاذ ,False,MISC
3138,3138,محمد يونس السبعاوي ,محمد يونس السبعاوي ,nan,True,SAME PERSON
3139,3139,محمد يونس السبعاوي ,محمد يونس السبعاوي ,الشعبي يضم غرفه فوق سرداب  يحوي ب قرتين و يحفظ في ه العلف المكون من الحطب و مخلفات البقرتين  و في الغرفه ثلاث نوافذ  و كان ,True,SAME PERSON
3140,3140,محمد يونس السبعاوي ,محمد يونس السبعاوي ,فقدوا ثلاثه عشر مولودا  و كان ل والد ه دكان صغير في سوق الميدان في مدخل قنطره سوق الخشابين يبيع في ه الخضار خضارجي ) و قد رافق ,True,SAME PERSON
3141,3141,محمد يونس السبعاوي ,ياسين السبعاوي,و قد اهتمت ام ه و خال ه ,False,MISC
3142,3142,محمد يونس السبعاوي ,عبدالعزيز النوري,دار هم و اجرى ل ه اختبار نجح في ه  ف ادخلو ه في الصف الثالث  و اظهر من الذكاء و الاجتهاد مالفت الي ه نظر معلميه ,False,STUDY
3143,3143,محمد يونس السبعاوي ,عبدالله مخلص,ه اختبار نجح في ه  ف ادخلو ه في الصف الثالث  و اظهر من الذكاء و الاجتهاد مالفت الي ه نظر معلميه عبدالعزيز النوري مدير المدرسه و ,False,MISC
3144,3144,محمد يونس السبعاوي ,عزيز العمري,في ه  ف ادخلو ه في الصف الثالث  و اظهر من الذكاء و الاجتهاد مالفت الي ه نظر معلميه عبدالعزيز النوري مدير المدرسه و عبدالله مخلص و ,False,STUDY
3145,3145,محمد يونس السبعاوي ,ياسين السبعاوي,صدق ه  فحاز ثقه الجميع و تمكن من تطمين حاجات ه من كتب و ملابس  انتقل السبعاوي الى الدراسه الثانويه عام 1925 ) و توفي خال ه ,False,FAMILY
3146,3146,محمد يونس السبعاوي ,محمد يونس السبعاوي ,تمكن من تطمين حاجات ه من كتب و ملابس  انتقل السبعاوي الى الدراسه الثانويه عام 1925 ) و توفي خال ه ياسين السبعاوي في تلك الاثناء ف انقطع ,True,SAME PERSON
3147,3147,محمد يونس السبعاوي ,احمد الجليلي,عام 1925 ) و توفي خال ه ياسين السبعاوي في تلك الاثناء ف انقطع محمد يونس عن المدرسه  و ما ان عرف مدير المدرسه ب الامر حتى قصد ,False,STUDY
3148,3148,محمد يونس السبعاوي ,محمد يونس السبعاوي ,ف عقد ,True,SAME PERSON
3149,3149,محمد يونس السبعاوي ,العالم العربي,ف عقد محمد يونس العزم على ايجاد عمل يكفل ب ه معيشه اسرت ه ف اصبح محررا في جريده ,False,WORK
3150,3150,محمد يونس السبعاوي ,سليم حسون,ف عقد محمد يونس العزم على ايجاد عمل يكفل ب ه معيشه اسرت ه ف اصبح محررا في جريده العالم العربي التي كان يصدر ها ,False,WORK
3151,3151,محمد يونس السبعاوي ,صديق الشيخ علي,انتبهوا و انقذوا القطر من اعدى عوادي ه و ان ب غيتم ف سحوا الدمع و انتحبوا و يرحمالله من خابت مساعي ه و كتب السبعاوي الى صديق ه ,False,MENTION
3152,3152,محمد يونس السبعاوي ,ابراهيم صالح شكر,اتمتع ب منظر النهر و الماطورات و المراكب  اجد لذه غريبه في الجلوس في هذه القهوه الهادئه  و كان من المترددين علي ها الاستاذ ,False,STUDY
3153,3153,محمد يونس السبعاوي ,عمر المختار,القوميه و تعصب ه ل لمشرق و ما ارتكبت ه الفاشيه من قسوه و اضطهاد في طرابلس الغرب  و مسانده من ه ل حركه المقاومه التي قاد ها ,False,WORK
3154,3154,محمد يونس السبعاوي ,العالم العربي,كتاب ه هكذا تكلم زرادشت ) و نتيجه ل اعجاب ه الشديد ب المغامره النازيه سارع الى ترجمه كفاحي ل هتلر و نشر ه ب شكل متسلسل في مجله ,False,MISC
3155,3155,محمد يونس السبعاوي ,العالم العربي,ابتداء من 21 مارت عام 1933 ) و تعد هذه الترجمه اول ترجمه ل كتاب كفاحي  و قد لاقت مقالات ه التي نشر ها في جريده البلاد و ,False,WORK
3156,3156,محمد يونس السبعاوي ,ياسين الهاشمي,تعد هذه الترجمه اول ترجمه ل كتاب كفاحي  و قد لاقت مقالات ه التي نشر ها في جريده البلاد و العالم العربي اعجابا كبيرا  م ما دفع ,False,LIKE
3157,3157,محمد يونس السبعاوي ,ساطع الحصري,نشر ها في جريده البلاد و العالم العربي اعجابا كبيرا  م ما دفع ياسين الهاشمي الى التعرف ب ه عن طريق رفائيل ب طي ) ك ما اعجب ,True,LIKE
3158,3158,محمد يونس السبعاوي ,صديق الشيخ علي,و انصرف السبعاوي الى اكمال دراست ه في سوريا و اعجب ب سير العظماء و خاصه شخصيه نابليون ف كتب الى صديق ه ,False,MISC
3159,3159,محمد يونس السبعاوي ,السبعاوي السياسي,و تطور تفكير ,False,MISC
3160,3160,محمد يونس السبعاوي ,فيصل الاول,و تطور تفكير السبعاوي السياسي بعد حركه الاثوريين في الشمال و العشائر في الجنوب و موت الملك ,False,MISC
3161,3161,محمد يونس السبعاوي ,ناجي السويدي,عند نشوب الحرب العراقيه الانكليزيه في حركه مايس عام 1941 ) كان السبعاوي على خلاف مع بعض الوزراء ل ان ه راى في هم مجرد موظفين  و شكا ,False,STUDY
3162,3162,محمد يونس السبعاوي ,نورالدين محمود,العمل مواجهه انتحاريه تعرض بغداد ل لقصف ف بادر الضباط الى احتلال مجلس الوزراء و استدراج السبعاوي الى مديريه الشرطه العامه حيث دار حوار عنيف بين ه و بين ,False,MISC
3163,3163,محمد يونس السبعاوي ,الطيار محمود سلمان,هم محاكمه عسكريه  انتهت ب صدور حكم الاعدام على السبعاوي و نفذ في 5 ايار عام1942  و اعدم مع ه العقيد الركن محمد فهمي سعيد و العقيد ,False,STUDY
3164,3164,محمد يونس السبعاوي ,محمود شيت خطاب,نوري السعيد  و قابل السبعاوي و رفاق ه الموت ب شجاعه و قال السبعاوي و هو على منصه الاعدام اموت انا و ل تحيا امه العرب و قال ,False,MISC
3165,3165,محمد يونس السبعاوي ,يونس السبعاوي,"تحيا امه العرب و قال محمود شيت خطاب عن السبعاوي في جريده العرب الصادره ب تاريخ 6/5/1967 ب مناسبه الذكرى الخامسه و العشرين ل اعدام السبعاوي : "" الشهيد ",False,SAME PERSON
3166,3166,محمد يونس السبعاوي ,السبعاوي صاحب,"الذكرى الخامسه و العشرين ل اعدام السبعاوي : "" الشهيد يونس السبعاوي الشخصيه العصاميه الفذه التي تجمعت في ها شجاعه الفرسان الثلاثه و وفاء الخنساء و امانه السموال ، ",False,MISC
3167,3167,محمد يونس السبعاوي ,محمد يونس السبعاوي ,"ه راضيا مرضيا ، رحم هالله و حشر ه مع الذين انعم علي هم من النبين و الصديقين و الشهداء و الصالحين و حسن اولئك رفيقا "". و يبقى ",True,SAME PERSON
3168,3168,محمود الجلبي ,محمود الجلبي ,و قد شغلت مهنه المحاماه ,True,SAME PERSON
3169,3169,محمود الجلبي ,محمود الجلبي ,و عند ما اصدر ,True,SAME PERSON
3170,3170,محمود الجلبي ,محمود الجلبي ,ل لشعب و الحق و تكافح من اجل الوحده و كتب مقالا نعى تسلط الحكومات في الوطن العربي ب عنوان الدكتاتوريه تحكم البلاد العربيه و احتلت المساله الفلسطينيه اهتمام ,True,SAME PERSON
3171,3171,محمود الجلبي ,محمود الجلبي ,خطره  امل ضائع  الويل ل كم ايها الانكليز اذا ثارت الحرب الثالثه و افرد اكثر مقالات ه عام 1958 ل مساله الوحده بين سوريه و مصر عين ,True,SAME PERSON
3172,3172,محمود الجومرد ,محمود الجومرد ,nan,True,SAME PERSON
3173,3173,محمود الجومرد ,عبدالفتاح الجومرد,ولد محمود محمد شيت عبدالله الجومرد في مدينه الموصل عام 1911 و كان الاخ الاصغر ل كل من ,False,FAMILY
3174,3174,محمود الجومرد ,عبدالجبار الجومرد,ولد محمود محمد شيت عبدالله الجومرد في مدينه الموصل عام 1911 و كان الاخ الاصغر ل كل من عبدالفتاح الجومرد استاذ القراءات السبع في الموصل و ,False,FAMILY
3175,3175,محمود الجومرد ,محمود الجومرد ,و بقي في التفتيش حتى اصبح مديرا ل لثانويه الشرقيه عام 1954 و كانت تضم انذاك ثلاثه فروع  الفرع العلمي و الفرع الادبي و الفرع التجاري و عيّن ,True,SAME PERSON
3176,3176,محمود الجومرد ,شاكر مصطفى سليم,القران الكريم 1983 7- اللهجه الموصليه و معجم ما في ها من الكلمات الفصيحه 1988 8- الحجاج رجل الدوله المفترى علي ه 1985. و دارت بين ه و بين ,False,STUDY
3177,3177,محمود الحاج قاسم  ,محمود الحاج قاسم  ,nan,True,SAME PERSON
3178,3178,محمود الحاج قاسم  ,محمود الحاج قاسم  ,ضباط الاحتياط في 1/8/1961 ثم تسرح من الجيش و عين مقيما في مستشفى الاطفال ب الموصل في 1/1/1963 و اصبح وكيلا ل مدير مستشفى الاطفال عام 1970. و اختير ,True,SAME PERSON
3179,3179,محمود الحاج قاسم  ,محمود الحاج قاسم  ,الطب العراقيه منذ عام 1989 و عضو جمعيه المؤرخين و الاثاريين ب الموصل  و عضو الهيئه الاداريه ل اتحاد الكتاب و المؤلفين فرع نينوى عام 1995 و يجيد ,True,SAME PERSON
3180,3180,محمود الحاج قاسم  ,محمود الحاج قاسم  ,بحث ه الاورام السرطانيه في الطب العربي الاسلامي عام 1987. و قد منح وسام المؤرخ العربي عام 1987 كرّم من قبل دائره صحه نينوى عام 1991 و قد شغف ,True,SAME PERSON
3181,3181,محمود الحاج قاسم  ,ذنون الشهاب,نينوى عام 1991 و قد شغف محمود الحاج قاسم ب الادب و نشر قصت ه في مجله الالهام التي كانت تصدر في المدرسه الاعداديه و يشرف علي ها الاستاذ ,False,WORK
3182,3182,محمود الحاج قاسم  ,احمد يحيى البلدي,1989 3- رساله تدبير الصبيان ل لرازي  ترجمه 1993 4- تدبير الحبالى و الاطفال و الصبيات و حفظ صحت هم و مداواه الامراض العارضه ل هم  ل ,False,MISC
3183,3183,محمود الحاج قاسم  ,ابراهيم اللقاني,العربي الاسلامي 1987 8- الطب الوقائي النبوي1988  9- من ل ايحضر ه الطبيب  ل لرازي  تحقيق 1919 10- نصيحه الاخوان ب اجتناب الدخان  ل ,False,MISC
3184,3184,محمود الحاج قاسم  ,سعيد ابراهيم,:- 1- الالم في الطب العربي الاسلامي 2- تحقيق مقاله يحيى ماسويه في الجنين و كون ه في الرحم 3- المنجحح في التداوي من صنوف الامراض و الشكاوي ل ,False,MISC
3185,3185,محمود الحاج قاسم  ,سعيد العلائي,في الطب العربي الاسلامي 2- تحقيق مقاله يحيى ماسويه في الجنين و كون ه في الرحم 3- المنجحح في التداوي من صنوف الامراض و الشكاوي ل سعيد ابراهيم ابي ,False,MISC
3186,3186,محمود الحاج قاسم  ,محمود الحاج قاسم  ,لقد نشر ,True,SAME PERSON
3187,3187,محمود الحاج قاسم  ,محمود الحاج قاسم  ,ستين مؤتمرا و ندوه علميه  في داخل العراق و خارج ه مثل الادن و سوريه و تونس و ليبيا و الكويت و باكستان و السودان ). و نشر ,True,SAME PERSON
3188,3188,محمود الحاج قاسم  ,محمود الحاج قاسم  , جريده العرب اللندنيه  جريده القادسيه  جريده العراق  المجله العربيه ل لطب النفسي  مجله افاق الثقافه و التراث  جريده الحدباء  و قد نشر ,True,SAME PERSON
3189,3189,محمود الحاج قاسم  ,محمود الحاج قاسم  ,الثقافه و التراث  جريده الحدباء  و قد نشر محمود الحاج قاسم فضلا عن البحوث خمسين مقالا في المجلات الثقافيه و الصحف انفه الذكر :- و قد نشر ,True,SAME PERSON
3190,3190,محمود الحاج قاسم  ,محمود الحاج قاسم  ,عام 1980 في مجله الام و الطفل  اما الاخيره الدشداشه نشر ها عام 1988 في مجله الفيصل السعوديه و هي قصص تعليميه لا تشكل علامه ما في كتابات ,True,SAME PERSON
3191,3191,محمود المحروق ,محمود المحروق ,nan,True,SAME PERSON
3192,3192,محمود المحروق ,محمود المحروق ,بدا قصه الشعر مع ,True,SAME PERSON
3193,3193,محمود المحروق ,علي محمود طه,بدا قصه الشعر مع محمود المحروق في ربيع عام 1946 حين اهدا ه زميل في المدرسه المتوسطه كتاب ميزان الذهب في صناعه الشعر و ديوان ,False,MISC
3194,3194,محمود المحروق ,محمود المحروق ,و بدا مرحله ثانيه من حياه ,True,SAME PERSON
3195,3195,محمود المحروق ,محمود صاحب,سماع سهرات اُم كلثوم الشهريه بدءا من عام 1947 و مع سهره اُم كلثوم الاولى التي غنت في ها اُغنيت ها الشهيره كل الاحبه اثنين اثنين فضلا عن عنايه ,False,WORK
3196,3196,محمود المحروق ,محمود المحروق ,مرحله جاده متميزه  حيث اتضحت سمات ه الشعريه شيئا ف شيئا و اخذت طابعا متميزا من الجده و الثوره على التقليد في الشكل و المضمون و اتسعت قراءات ,True,SAME PERSON
3197,3197,محمود المحروق ,محمود المحروق ,الظلامفاين المنى الغاربه ؟ و اين حنيني و قيثارتي ؟ سامضي سامضي و ما من رجوعوقد مضت اعوام ه عامره ب العطاء الشعري حتى عام 1954 كتب في ها ,True,SAME PERSON
3198,3198,محمود المحروق ,محمود المحروق ,عامي 1951-1952 و نشر في مجله الاديب اللبنانيه عام 1954 و في مجله الاداب في الاعوام 1953-1954 و في عام 1958 و في مجله الرساله البيروتيه عام 1956. اُعجب ,True,SAME PERSON
3199,3199,محمود المحروق ,ابراهيم السامرائي,مجله الرساله البيروتيه عام 1956. اُعجب محمود المحروق ب قصائد الشاعر الفرنسي ل امرتين و حاول ترجمه شعر ه عن الانكليزيه في ديوان ه تاملات الذي قدم ل ه ,False,MISC
3200,3200,محمود المحروق ,شاذل طاقه,و اسس المحروق مع اصدقائ ه ,False,COMPANIONSHIP
3201,3201,محمود المحروق ,غانم الدباغ,و اسس المحروق مع اصدقائ ه شاذل طاقه و ,False,COMPANIONSHIP
3202,3202,محمود المحروق ,هاشم الطعان,و اسس المحروق مع اصدقائ ه شاذل طاقه و غانم الدباغ و ,False,COMPANIONSHIP
