,0,1,2,3,4,5,6
3065,محمد علي الياس العدواني ,عثمان الجبوري,False,,,عثمان الجبوري,مدير ها الشيخ عبدالله النعمه ، و كان من شيوخ ها : مصطفى امين الفتوى ، و اخذ طرفا من علوم اللغه العربيه و لا سيما النحو من الشيخ 
3066,محمد علي الياس العدواني ,محمد صالح الجوادي,False,WSTUDY,قرا,محمد صالح الجوادي,من شيوخ ها : مصطفى امين الفتوى ، و اخذ طرفا من علوم اللغه العربيه و لا سيما النحو من الشيخ عثمان الجبوري ، و قرا التجويد على الشيخ 
3067,محمد علي الياس العدواني ,احمد الجوادي,False,WSTUDY,جامع,احمد الجوادي,علوم اللغه العربيه و لا سيما النحو من الشيخ عثمان الجبوري ، و قرا التجويد على الشيخ محمد صالح الجوادي في جامع الرابعيه ، و درس المواريث على الشيخ 
3068,محمد علي الياس العدواني ,عبدالله النعمه,False,WSTUDY,جامع,عبدالله محمد جرجيس النعمه,، و قرا التجويد على الشيخ محمد صالح الجوادي في جامع الرابعيه ، و درس المواريث على الشيخ احمد الجوادي ، و قرا علم المنطق و الحكمه على الشيخ 
3069,محمد علي الياس العدواني ,عبدالغفور الحبار الموصلي,False,WSTUDY,اجازه,,هي العربيه و فنون ها و الفق ه و اصول ه و الحديث و التفسير و اصول هما ، و لدي ه اجازه اخرى في علوم الماده من الشيخ 
3070,محمد علي الياس العدواني ,محمد محمد المدني,False,WSTUDY,كليه,,الى مصر عام 1943 في بعث ه علميه الى الازهر ، و دخل كليه الشريعه في ه ، و اخذ عن شيوخ اجلاء مثل : محمود شلتوت ، و 
3071,محمد علي الياس العدواني ,احمد الشرباصي,False,FRIENDSHIP,زماله,,و قد جمعت ه زماله علميه هناك ب عدد من الافاضل بين هم : الشيخ سيد سابق صاحب كتاب فقه السنه )، و 
3072,محمد علي الياس العدواني ,محمد محمود الصواف,False,MISC,,محمد محمود الصواف,الشرباصي الاديب المعروف ، و كان قد صحب ه في الرحله الى مصر نخبه من الطلبه الذين كان ل هم اثر كبير في الحركه الثقافيه في الموصل مثل : 
3073,محمد علي الياس العدواني ,محمد عبدالله الحسو,False,MISC,,محمد عبدالله محمد العبوبي,كان قد صحب ه في الرحله الى مصر نخبه من الطلبه الذين كان ل هم اثر كبير في الحركه الثقافيه في الموصل مثل : محمد محمود الصواف ، و 
3074,محمد علي الياس العدواني ,صالح احمد المتيوتي,False,MISC,,صالح الحاج احمد المتيوتي,في الرحله الى مصر نخبه من الطلبه الذين كان ل هم اثر كبير في الحركه الثقافيه في الموصل مثل : محمد محمود الصواف ، و محمد عبدالله الحسو و 
3075,محمد علي الياس العدواني ,اسماعيل حقي فرج,False,MISC,,اسماعيل حقي فرج,يغادر العمل يوما واحدا حتى احيل الى التقاعد عام 1983 و صاحب في ها اساتذه افاضل لعبو ادوارا هامه في التوجيه التربوي و الثقافي في المدينه مثل : الشاعر 
3076,محمد علي الياس العدواني ,احمد قاسم الفخري,False,MISC,,احمد قاسم الفخري,احيل الى التقاعد عام 1983 و صاحب في ها اساتذه افاضل لعبو ادوارا هامه في التوجيه التربوي و الثقافي في المدينه مثل : الشاعر اسماعيل حقي فرج و الشاعر 
3077,محمد علي الياس العدواني ,عبدالرزاق الشماع,False,MISC,,عبدالرزاق الشماع,و صاحب في ها اساتذه افاضل لعبو ادوارا هامه في التوجيه التربوي و الثقافي في المدينه مثل : الشاعر اسماعيل حقي فرج و الشاعر احمد قاسم الفخري ، و 
3078,محمد علي الياس العدواني ,عبدالعزيز توفيق,False,MISC,,عبدالعزيز توفيق,ها اساتذه افاضل لعبو ادوارا هامه في التوجيه التربوي و الثقافي في المدينه مثل : الشاعر اسماعيل حقي فرج و الشاعر احمد قاسم الفخري ، و عبدالرزاق الشماع و 
3079,محمد علي الياس العدواني ,الدكتور هاشم الطعان,False,MISC,,,و من طلبت ه في ها م من كان ل هم بعدئذ شان علمي و ثقافي : الشاعر 
3080,محمد علي الياس العدواني ,يوسف ذنون,False,MISC,,يوسف ذنون,و من طلبت ه في ها م من كان ل هم بعدئذ شان علمي و ثقافي : الشاعر الدكتور هاشم الطعان ، و الخطاط المشهور 
3081,محمد علي الياس العدواني ,حازم عبدالله خضر,False,MISC,,حازم عبدالله خضر,د . 
3082,محمد علي الياس العدواني ,احمد قاسم,False,MISC,,احمد قاسم الجمعه,د . 
3083,محمد علي الياس العدواني ,توفيق اليوزبكي,False,MISC,,توفيق سلطان عبدالرحمن سلطان اليوزبكي,د . 
3084,محمد علي الياس العدواني ,حكمت البزاز,False,MISC,,حكمت عبدالله البزاز,د . توفيق اليوزبكي د . 
3085,محمد علي الياس العدواني ,ابراهيم النعمه,False,MISC,,ابراهيم النعمه,
3086,محمد علي الياس العدواني ,محمد علي الياس العدواني ,True,,,,تزوج 
3087,محمد علي الياس العدواني ,عبدالوهاب العدواني,False,MISC,,عبدالوهاب محمد علي العدواني,تزوج محمد علي العدواني من امراه تنتمي الى عشيره العبيد و انجبت ل ه من الذكور اربعه البكر في هم 
3088,محمد علي الياس العدواني ,محمد علي الياس العدواني ,True,,,,مارس 
3089,محمد علي الياس العدواني ,محمد علي الياس العدواني ,True,,,,اجاب 
3090,محمد علي الياس العدواني ,محمد علي الياس العدواني ,True,,,,ذكر في احدى اجابات ه ان ه لم يشترك في مهرجان شعري الا مهرجان ابي تمام الذي اقيم ب الموصل عام 1971 في ذكرا ه الالفيه ، و القى 
3091,محمد علي الياس العدواني ,ابراهيم النعمه,False,COMPANY,الاشتراك,ابراهيم النعمه,من مؤلفات ه المنشوره : 1- اعتقاد اهل السنه و الجماعه ، ل لشيخ عدي مسافر الاموي رساله حقق ها ب الاشتراك مع 
3092,محمد علي الياس العدواني ,محمد احمد,False,MISC,,محمد احمد اسماعيل,2- ارجوزه الضاد و الظاء في القران الكريم ، ل ابي نصر 
3093,محمد علي الياس العدواني ,شعبان محمد الاثاري,False,MISC,,,4- المنهج المشهور في تلقيب الايام و الشهور ، ل لشيخ 
3094,محمد علي الياس العدواني ,شعبان الاثاري,False,WSTUDY,دراسه,,8- دراسه عن 
3095,محمد علي الياس العدواني ,محمد علي الياس العدواني ,True,,,,و ل لاستاذ 
3096,محمد علي الياس العدواني ,محمد علي الياس العدواني ,True,,,,يعد 
3097,محمد علي الياس العدواني ,محمد علي الياس العدواني ,True,,,,و قد توزع شعر 
3098,محمد محمود الصواف ,عبدالله النعمه,False,WSTUDY,تتلمذ,عبدالله محمد جرجيس النعمه,ولد ب الموصل و في ها اكمل دراست ه الاوليه و انصرف الى العلوم الدينيه ف تتلمذ على الشيخ 
3099,محمد محمود الصواف ,مصطفى الصابونجي,False,WSTUDY,اجيز,مصطفى الصابونجي,ولد ب الموصل و في ها اكمل دراست ه الاوليه و انصرف الى العلوم الدينيه ف تتلمذ على الشيخ عبدالله النعمه و اجيز من قبل ه و ارسل ه 
3100,محمد محمود الصواف ,محمد علي الياس العدواني,False,WSTUDY,اجيز,محمد علي الياس العدواني,الشيخ عبدالله النعمه و اجيز من قبل ه و ارسل ه مصطفى الصابونجي مع جماعه من الطلبه الموصليين ل لدراسه في الازهر على نفقت ه الخاصه و مع ه 
3101,محمد محمود الصواف ,محمد صالح المتيوني,False,MISC,,محمد صالح الخطيب ,من قبل ه و ارسل ه مصطفى الصابونجي مع جماعه من الطلبه الموصليين ل لدراسه في الازهر على نفقت ه الخاصه و مع ه محمد علي الياس العدواني و 
3102,محمد محمود الصواف ,امجد الزهاوي,False,MISC,,,اسس مع الشيخ 
3103,محمد محمود الصواف ,العالم الاسلامي,False,MISC,,,عام 1959 بعد خروج ه من المعتقل و استقر اول الامر في دمشق ثم اتجه الى السعوديه و اصبح عضوا في مؤسسات كثيره من ها : المجمع الفقهي برابطه 
3104,محمد نجيب الجادر ,محمد نجيب الجادر ,True,,,,دخل 
3105,محمد نجيب الجادر ,صديق الجادر,False,MISC,,,في مواجهه اطماع تركيل في ها و دور ه في لجنه انقاذ فلسطين عام 1947 و بنى جامعا ب اسم ه عام 1948 في منطقه الفيصليه و نجل ه 
3106,محمد نجيب الجادر ,نجيب الجادر,False,COMPANY,ساهم,,بنى جامعا ب اسم ه عام 1948 في منطقه الفيصليه و نجل ه صديق الجادر من كبار تجار الاخشاب و ساهم في الاعمال الخيريه و المنشات الصحيه و اولاد 
3107,محمد نوري الفخري م ,عبدالله الفخري,False,FAMILY,اولاد,,هو اصغر اولاد الشيخ 
3108,محمد نوري الفخري م ,محمد زكي الفخري,False,FAMILY,اولاد,,هو اصغر اولاد الشيخ عبدالله الفخري بعد استشهاد اخي ه الاصغر 
3109,محمد نوري الفخري م ,محمد محمود الفخري,False,WSTUDY,درس,محمد محمود عبدالله الحفوظي,ه الاصغر محمد زكي الفخري في الحرب العالميه الاولى ، ولد في الموصل نال الشهاده الرشديه الابتدائيه ثم الاعداديه ، حفظ القران الكريم و درس على خال ه السيد 
3110,محمد نوري الفخري م ,محمد علي الفخري,False,WSTUDY,درس,محمد علي احمد السيديه,الاعداديه ، حفظ القران الكريم و درس على خال ه السيد محمد محمود الفخري علوم الكلام و الماده و اكمل تحصيل ه في علوم اللغه على اخي ه الاكبر 
3111,محمد نوري الفخري م ,محمد طاهر الفخري,False,MISC,,,و الماده و اكمل تحصيل ه في علوم اللغه على اخي ه الاكبر محمد علي الفخري ، و اكمل تحصيل ه الفقهي و علم الفرائض على اخي ه الشيخ 
3112,محمد نوري الفخري م ,محمد الجوادي,False,WSTUDY,اجاز,محمد صالح الجوادي,و اجاز ه الشيخ 
3113,محمد نوري الفخري م ,محمد نوري الفخري م ,True,,,,القضاء لورع ه و ب الحاح من رئيس محكمه الاستئناف ب الموصل ابراهيم الواعظ ، و بقي قاضيا في المحكمه الشرعيه حتى احيل على التقاعد عام 1955. و كان 
3114,محمد نوري الفخري م ,عبدالله الفخري,False,MISC,,عبدالله قاسم يحيى الفخري,ب الموصل ابراهيم الواعظ ، و بقي قاضيا في المحكمه الشرعيه حتى احيل على التقاعد عام 1955. و كان محمد نوري الفخري مرشدا ل لتكيه الشهيره ب تكيه الشيخ 
3115,محمد نوري الفخري م ,الثاني عبدالرزاق,False,MISC,,,اما ولد ه 
3116,محمد نوري الفخري م ,محمد نوري,False,MISC,,,اما ولد ه الثالث عبدالرحمن ف كان تلميذي في الاعداديه الشرقيه في فتره الخمسينات و الشيخ 
3117,محمد نوري الفخري م ,محمد نوري الفخري م ,True,,,,كان تلميذي في الاعداديه الشرقيه في فتره الخمسينات و الشيخ محمد نوري قادري الطريقه و سيرت ه تضرب ب المثل في الزهد و الانقطاع عن الناس لقد كان الشيخ 
3118,محمد نوري الفخري م ,عبدالوهاب الفخري,False,MISC,,عبدالوهاب محمد نوري الفخري,من مر ه حيث يتلى القران الكريم و الادعيه و الصلوات و التسابيح و تسود ها روح روحانيه يقل مثيل ها و بقيت الحال ك ما كانت مع الشيخ 
3119,محمد ياسين السنجاري ,محمد ياسين السنجاري ,True,,,,
3120,محمد ياسين السنجاري ,يونس البكري,False,MISC,,,محمد ياسين عبدالله الموصلي السنجاري تلقى مبادئ العلوم في سنجار عن المشايخ : 
3121,محمد ياسين السنجاري ,احمد عبدالحميد الحمداني,False,MISC,,,محمد ياسين عبدالله الموصلي السنجاري تلقى مبادئ العلوم في سنجار عن المشايخ : يونس البكري ، السيد ناصر ، 
3122,محمد ياسين السنجاري ,عبدالله النعمه,False,MISC,,عبدالله محمد جرجيس النعمه,ثم رحل الى الموصل و تلقى العلم من المشايخ : 
3123,محمد ياسين السنجاري ,عمر النعمه,False,MISC,,,ثم رحل الى الموصل و تلقى العلم من المشايخ : عبدالله النعمه ، 
3124,محمد ياسين السنجاري ,بشير الصقال,False,MISC,,بشير الصقال,ثم رحل الى الموصل و تلقى العلم من المشايخ : عبدالله النعمه ، عمر النعمه ، 
3125,محمد ياسين السنجاري ,عبدالغني الحبار,False,MISC,,,ثم رحل الى الموصل و تلقى العلم من المشايخ : عبدالله النعمه ، عمر النعمه ، بشير الصقال ، 
3126,محمد ياسين السنجاري ,عثمان الجبوري,False,MISC,,عثمان الجبوري,ثم رحل الى الموصل و تلقى العلم من المشايخ : عبدالله النعمه ، عمر النعمه ، بشير الصقال ، عبدالغني الحبار ، الملا 
3127,محمد ياسين السنجاري ,حمدي الاعظمي,False,WSTUDY,كليه,,دخل كليه الشريعه ب بغداد و تلقى العلم عن : 
3128,محمد ياسين السنجاري ,قاسم القيسي,False,WSTUDY,كليه,,دخل كليه الشريعه ب بغداد و تلقى العلم عن : حمدي الاعظمي ، 
3129,محمد ياسين السنجاري ,عبدالقادر الخطيب,False,WSTUDY,كليه,,دخل كليه الشريعه ب بغداد و تلقى العلم عن : حمدي الاعظمي ، قاسم القيسي ، 
3130,محمد ياسين السنجاري ,بشير الصقال,False,WSTUDY,الاجازه,بشير الصقال,منح اجازات عديده من ها :- 1- الاجازه العلميه معقول و منقول من الشيخ 
3131,محمد ياسين السنجاري ,علي الشيخ محمد امين السبعاوي,False,WSTUDY,اجازه,,3- اجازه ب الطريقه النوريه القادريه من السيد 
3132,محمد ياسين السنجاري ,اكرم عبدالوهاب,False,WSTUDY,تلامذت,اكرم عبدالوهاب ,و من تلامذت ه :- 
3133,محمد ياسين السنجاري ,شعبان رمضان,False,WSTUDY,تلامذت,,و من تلامذت ه :- اكرم عبدالوهاب ، 
3134,محمد ياسين السنجاري ,يونس ابراهيم ذنون,False,WSTUDY,تلامذت,,و من تلامذت ه :- اكرم عبدالوهاب ، شعبان رمضان ، الشيخ 
3135,محمد ياسين السنجاري ,علي حامد الراوي,False,WSTUDY,شيخ,,و من تلامذت ه :- اكرم عبدالوهاب ، شعبان رمضان ، الشيخ يونس ابراهيم ذنون شيخ القراءات السبع ، و الشيخ 
3136,محمد ياسين السنجاري ,حامد قبع,False,WSTUDY,جامع,,عبدالوهاب ، شعبان رمضان ، الشيخ يونس ابراهيم ذنون شيخ القراءات السبع ، و الشيخ علي حامد الراوي ، و قد درس طلبت ه في جامع الباشا و جامع 
3137,محمد ياسين امين اغا,هاشم الوتري,False,MISC,,,انهى دراست ه الاوليه في الموصل و دخل الكليه الطبيه و نال ثقه الاستاذ 
3138,محمد يونس السبعاوي ,محمد يونس السبعاوي ,True,,,,
3139,محمد يونس السبعاوي ,محمد يونس السبعاوي ,True,,,,الشعبي يضم غرفه فوق سرداب ، يحوي ب قرتين و يحفظ في ه العلف المكون من الحطب و مخلفات البقرتين ، و في الغرفه ثلاث نوافذ ، و كان 
3140,محمد يونس السبعاوي ,محمد يونس السبعاوي ,True,,,,فقدوا ثلاثه عشر مولودا ، و كان ل والد ه دكان صغير في سوق الميدان في مدخل قنطره سوق الخشابين يبيع في ه الخضار خضارجي )، و قد رافق 
3141,محمد يونس السبعاوي ,ياسين السبعاوي,False,FAMILY,خال,,و قد اهتمت ام ه و خال ه 
3142,محمد يونس السبعاوي ,عبدالعزيز النوري,False,MISC,,,دار هم و اجرى ل ه اختبار نجح في ه ، ف ادخلو ه في الصف الثالث ، و اظهر من الذكاء و الاجتهاد مالفت الي ه نظر معلميه 
3143,محمد يونس السبعاوي ,عبدالله مخلص,False,WSTUDY,مدير,,ه اختبار نجح في ه ، ف ادخلو ه في الصف الثالث ، و اظهر من الذكاء و الاجتهاد مالفت الي ه نظر معلميه عبدالعزيز النوري مدير المدرسه و 
3144,محمد يونس السبعاوي ,عزيز العمري,False,WSTUDY,مدير,,في ه ، ف ادخلو ه في الصف الثالث ، و اظهر من الذكاء و الاجتهاد مالفت الي ه نظر معلميه عبدالعزيز النوري مدير المدرسه و عبدالله مخلص و 
3145,محمد يونس السبعاوي ,ياسين السبعاوي,False,FAMILY,خال,,صدق ه ، فحاز ثقه الجميع و تمكن من تطمين حاجات ه من كتب و ملابس ، انتقل السبعاوي الى الدراسه الثانويه عام 1925 )، و توفي خال ه 
3146,محمد يونس السبعاوي ,محمد يونس السبعاوي ,True,,,,تمكن من تطمين حاجات ه من كتب و ملابس ، انتقل السبعاوي الى الدراسه الثانويه عام 1925 )، و توفي خال ه ياسين السبعاوي في تلك الاثناء ف انقطع 
3147,محمد يونس السبعاوي ,احمد الجليلي,False,WSTUDY,مدير,,عام 1925 )، و توفي خال ه ياسين السبعاوي في تلك الاثناء ف انقطع محمد يونس عن المدرسه ، و ما ان عرف مدير المدرسه ب الامر حتى قصد 
3148,محمد يونس السبعاوي ,محمد يونس السبعاوي ,True,,,,ف عقد 
3149,محمد يونس السبعاوي ,العالم العربي,False,WSTUDY,جريده,,ف عقد محمد يونس العزم على ايجاد عمل يكفل ب ه معيشه اسرت ه ف اصبح محررا في جريده 
3150,محمد يونس السبعاوي ,سليم حسون,False,WSTUDY,جريده,سليم حسون,ف عقد محمد يونس العزم على ايجاد عمل يكفل ب ه معيشه اسرت ه ف اصبح محررا في جريده العالم العربي التي كان يصدر ها 
3151,محمد يونس السبعاوي ,صديق الشيخ علي,False,FRIENDSHIP,صديق,,انتبهوا و انقذوا القطر من اعدى عوادي ه و ان ب غيتم ف سحوا الدمع و انتحبوا و يرحمالله من خابت مساعي ه و كتب السبعاوي الى صديق ه 
3152,محمد يونس السبعاوي ,ابراهيم صالح شكر,False,MISC,,,اتمتع ب منظر النهر و الماطورات و المراكب ، اجد لذه غريبه في الجلوس في هذه القهوه الهادئه ، و كان من المترددين علي ها الاستاذ 
3153,محمد يونس السبعاوي ,عمر المختار,False,MISC,,,القوميه و تعصب ه ل لمشرق و ما ارتكبت ه الفاشيه من قسوه و اضطهاد في طرابلس الغرب ، و مسانده من ه ل حركه المقاومه التي قاد ها 
3154,محمد يونس السبعاوي ,العالم العربي,False,WSTUDY,مجله,,كتاب ه هكذا تكلم زرادشت )، و نتيجه ل اعجاب ه الشديد ب المغامره النازيه سارع الى ترجمه كفاحي ل هتلر و نشر ه ب شكل متسلسل في مجله 
3155,محمد يونس السبعاوي ,العالم العربي,False,WSTUDY,جريده,,ابتداء من 21 مارت عام 1933 )، و تعد هذه الترجمه اول ترجمه ل كتاب كفاحي ، و قد لاقت مقالات ه التي نشر ها في جريده البلاد و 
3156,محمد يونس السبعاوي ,ياسين الهاشمي,False,WSTUDY,جريده,,تعد هذه الترجمه اول ترجمه ل كتاب كفاحي ، و قد لاقت مقالات ه التي نشر ها في جريده البلاد و العالم العربي اعجابا كبيرا ، م ما دفع 
3157,محمد يونس السبعاوي ,ساطع الحصري,False,WSTUDY,جريده,,نشر ها في جريده البلاد و العالم العربي اعجابا كبيرا ، م ما دفع ياسين الهاشمي الى التعرف ب ه عن طريق رفائيل ب طي )، ك ما اعجب 
3158,محمد يونس السبعاوي ,صديق الشيخ علي,False,FRIENDSHIP,صديق,,و انصرف السبعاوي الى اكمال دراست ه في سوريا و اعجب ب سير العظماء و خاصه شخصيه نابليون ف كتب الى صديق ه 
3159,محمد يونس السبعاوي ,السبعاوي السياسي,False,MISC,,,و تطور تفكير 
3160,محمد يونس السبعاوي ,فيصل الاول,False,GOVERNMENT,الملك,,و تطور تفكير السبعاوي السياسي بعد حركه الاثوريين في الشمال و العشائر في الجنوب و موت الملك 
3161,محمد يونس السبعاوي ,ناجي السويدي,False,MISC,,,عند نشوب الحرب العراقيه الانكليزيه في حركه مايس عام 1941 )، كان السبعاوي على خلاف مع بعض الوزراء ل ان ه راى في هم مجرد موظفين ، و شكا 
3162,محمد يونس السبعاوي ,نورالدين محمود,False,MISC,,نورالدين محمود,العمل مواجهه انتحاريه تعرض بغداد ل لقصف ف بادر الضباط الى احتلال مجلس الوزراء و استدراج السبعاوي الى مديريه الشرطه العامه حيث دار حوار عنيف بين ه و بين 
3163,محمد يونس السبعاوي ,الطيار محمود سلمان,False,MISC,,,هم محاكمه عسكريه ، انتهت ب صدور حكم الاعدام على السبعاوي و نفذ في 5 ايار عام1942 ، و اعدم مع ه العقيد الركن محمد فهمي سعيد و العقيد 
3164,محمد يونس السبعاوي ,محمود شيت خطاب,False,MENTION,قال,محمود شيت خطاب,نوري السعيد ، و قابل السبعاوي و رفاق ه الموت ب شجاعه و قال السبعاوي و هو على منصه الاعدام اموت انا و ل تحيا امه العرب و قال 
3165,محمد يونس السبعاوي ,يونس السبعاوي,False,MENTION,قال,,"تحيا امه العرب و قال محمود شيت خطاب عن السبعاوي في جريده العرب الصادره ب تاريخ 6/5/1967 ب مناسبه الذكرى الخامسه و العشرين ل اعدام السبعاوي : "" الشهيد "
3166,محمد يونس السبعاوي ,السبعاوي صاحب,False,MISC,,,"الذكرى الخامسه و العشرين ل اعدام السبعاوي : "" الشهيد يونس السبعاوي الشخصيه العصاميه الفذه التي تجمعت في ها شجاعه الفرسان الثلاثه و وفاء الخنساء و امانه السموال ، "
3167,محمد يونس السبعاوي ,محمد يونس السبعاوي ,True,,,,"ه راضيا مرضيا ، رحم هالله و حشر ه مع الذين انعم علي هم من النبين و الصديقين و الشهداء و الصالحين و حسن اولئك رفيقا "". و يبقى "
3168,محمود الجلبي ,محمود الجلبي ,True,,,,و قد شغلت مهنه المحاماه 
3169,محمود الجلبي ,محمود الجلبي ,True,,,,و عند ما اصدر 
3170,محمود الجلبي ,محمود الجلبي ,True,,,,ل لشعب و الحق و تكافح من اجل الوحده و كتب مقالا نعى تسلط الحكومات في الوطن العربي ب عنوان الدكتاتوريه تحكم البلاد العربيه و احتلت المساله الفلسطينيه اهتمام 
3171,محمود الجلبي ,محمود الجلبي ,True,,,,خطره ، امل ضائع ، الويل ل كم ايها الانكليز اذا ثارت الحرب الثالثه و افرد اكثر مقالات ه عام 1958 ل مساله الوحده بين سوريه و مصر عين 
3172,محمود الجومرد ,محمود الجومرد ,True,,,,
3173,محمود الجومرد ,عبدالفتاح الجومرد,False,FAMILY,الاخ,عبدالفتاح الجومرد,ولد محمود محمد شيت عبدالله الجومرد في مدينه الموصل عام 1911، و كان الاخ الاصغر ل كل من 
3174,محمود الجومرد ,عبدالجبار الجومرد,False,WSTUDY,استاذ,عبدالجبار الجومرد,ولد محمود محمد شيت عبدالله الجومرد في مدينه الموصل عام 1911، و كان الاخ الاصغر ل كل من عبدالفتاح الجومرد استاذ القراءات السبع في الموصل و 
3175,محمود الجومرد ,محمود الجومرد ,True,,,,و بقي في التفتيش حتى اصبح مديرا ل لثانويه الشرقيه عام 1954 و كانت تضم انذاك ثلاثه فروع ، الفرع العلمي و الفرع الادبي و الفرع التجاري و عيّن 
3176,محمود الجومرد ,شاكر مصطفى سليم,False,MISC,,,القران الكريم 1983، 7- اللهجه الموصليه و معجم ما في ها من الكلمات الفصيحه 1988، 8- الحجاج رجل الدوله المفترى علي ه 1985. و دارت بين ه و بين 
3177,محمود الحاج قاسم  ,محمود الحاج قاسم  ,True,,,,
3178,محمود الحاج قاسم  ,محمود الحاج قاسم  ,True,,,,ضباط الاحتياط في 1/8/1961، ثم تسرح من الجيش و عين مقيما في مستشفى الاطفال ب الموصل في 1/1/1963، و اصبح وكيلا ل مدير مستشفى الاطفال عام 1970. و اختير 
3179,محمود الحاج قاسم  ,محمود الحاج قاسم  ,True,,,,الطب العراقيه منذ عام 1989 و عضو جمعيه المؤرخين و الاثاريين ب الموصل ، و عضو الهيئه الاداريه ل اتحاد الكتاب و المؤلفين فرع نينوى عام 1995 و يجيد 
3180,محمود الحاج قاسم  ,محمود الحاج قاسم  ,True,,,,بحث ه الاورام السرطانيه في الطب العربي الاسلامي عام 1987. و قد منح وسام المؤرخ العربي عام 1987، كرّم من قبل دائره صحه نينوى عام 1991، و قد شغف 
3181,محمود الحاج قاسم  ,ذنون الشهاب,False,WSTUDY,مجله,,نينوى عام 1991، و قد شغف محمود الحاج قاسم ب الادب و نشر قصت ه في مجله الالهام التي كانت تصدر في المدرسه الاعداديه و يشرف علي ها الاستاذ 
3182,محمود الحاج قاسم  ,احمد يحيى البلدي,False,MISC,,,1989، 3- رساله تدبير الصبيان ل لرازي ، ترجمه 1993، 4- تدبير الحبالى و الاطفال و الصبيات و حفظ صحت هم و مداواه الامراض العارضه ل هم ، ل 
3183,محمود الحاج قاسم  ,ابراهيم اللقاني,False,MISC,,,العربي الاسلامي 1987، 8- الطب الوقائي النبوي1988 ، 9- من ل ايحضر ه الطبيب ، ل لرازي ، تحقيق ، 1919، 10- نصيحه الاخوان ب اجتناب الدخان ، ل 
3184,محمود الحاج قاسم  ,سعيد ابراهيم,False,MISC,,سعيد ابراهيم,:- 1- الالم في الطب العربي الاسلامي 2- تحقيق مقاله يحيى ماسويه في الجنين و كون ه في الرحم 3- المنجحح في التداوي من صنوف الامراض و الشكاوي ل 
3185,محمود الحاج قاسم  ,سعيد العلائي,False,MISC,,,في الطب العربي الاسلامي 2- تحقيق مقاله يحيى ماسويه في الجنين و كون ه في الرحم 3- المنجحح في التداوي من صنوف الامراض و الشكاوي ل سعيد ابراهيم ابي 
3186,محمود الحاج قاسم  ,محمود الحاج قاسم  ,True,,,,لقد نشر 
3187,محمود الحاج قاسم  ,محمود الحاج قاسم  ,True,,,,ستين مؤتمرا و ندوه علميه ، في داخل العراق و خارج ه مثل الادن و سوريه و تونس و ليبيا و الكويت و باكستان و السودان ). و نشر 
3188,محمود الحاج قاسم  ,محمود الحاج قاسم  ,True,,,,، جريده العرب اللندنيه ، جريده القادسيه ، جريده العراق ، المجله العربيه ل لطب النفسي ، مجله افاق الثقافه و التراث ، جريده الحدباء ، و قد نشر 
3189,محمود الحاج قاسم  ,محمود الحاج قاسم  ,True,,,,الثقافه و التراث ، جريده الحدباء ، و قد نشر محمود الحاج قاسم فضلا عن البحوث خمسين مقالا في المجلات الثقافيه و الصحف انفه الذكر :- و قد نشر 
3190,محمود الحاج قاسم  ,محمود الحاج قاسم  ,True,,,,عام 1980 في مجله الام و الطفل ، اما الاخيره الدشداشه نشر ها عام 1988 في مجله الفيصل السعوديه و هي قصص تعليميه لا تشكل علامه ما في كتابات 
3191,محمود المحروق ,محمود المحروق ,True,,,,
3192,محمود المحروق ,محمود المحروق ,True,,,,بدا قصه الشعر مع 
3193,محمود المحروق ,علي محمود طه,False,FRIENDSHIP,زميل,,بدا قصه الشعر مع محمود المحروق في ربيع عام 1946 حين اهدا ه زميل في المدرسه المتوسطه كتاب ميزان الذهب في صناعه الشعر و ديوان 
3194,محمود المحروق ,محمود المحروق ,True,,,,و بدا مرحله ثانيه من حياه 
3195,محمود المحروق ,محمود صاحب,False,MISC,,,سماع سهرات اُم كلثوم الشهريه بدءا من عام 1947 و مع سهره اُم كلثوم الاولى التي غنت في ها اُغنيت ها الشهيره كل الاحبه اثنين اثنين فضلا عن عنايه 
3196,محمود المحروق ,محمود المحروق ,True,,,,مرحله جاده متميزه ، حيث اتضحت سمات ه الشعريه شيئا ف شيئا و اخذت طابعا متميزا من الجده و الثوره على التقليد في الشكل و المضمون و اتسعت قراءات 
3197,محمود المحروق ,محمود المحروق ,True,,,,الظلامفاين المنى الغاربه ؟ و اين حنيني و قيثارتي ؟ سامضي سامضي و ما من رجوعوقد مضت اعوام ه عامره ب العطاء الشعري حتى عام 1954، كتب في ها 
3198,محمود المحروق ,محمود المحروق ,True,,,,عامي 1951-1952 و نشر في مجله الاديب اللبنانيه عام 1954 و في مجله الاداب في الاعوام 1953-1954 و في عام 1958، و في مجله الرساله البيروتيه عام 1956. اُعجب 
3199,محمود المحروق ,ابراهيم السامرائي,False,,,,مجله الرساله البيروتيه عام 1956. اُعجب محمود المحروق ب قصائد الشاعر الفرنسي ل امرتين و حاول ترجمه شعر ه عن الانكليزيه في ديوان ه تاملات الذي قدم ل ه 
3200,محمود المحروق ,شاذل طاقه,False,MISC,,شاذل طاقه,و اسس المحروق مع اصدقائ ه 
3201,محمود المحروق ,غانم الدباغ,False,MISC,,غانم الدباغ,و اسس المحروق مع اصدقائ ه شاذل طاقه و 
